Loan_ID,Business_Type,Repayment_Frequency,City_Tier,Repeat_Borrower,Group_Loan,Loan_Amount,Interest_Rate_pct,Tenure_Months,Income_Monthly,Credit_Score,Collateral_Value,Distance_to_Branch_km,Financial_Literacy_Score,Repayment_Time_Days
L804871,Food Stall,Monthly,Tier2,0,1,88720.72,16.16,9,28592.63,613.0,72533.2,3.2,52.6,267.7
L804913,Food Stall,Monthly,Tier1,0,1,114939.36,19.41,12,28595.96,639.0,16884.25,3.4,51.1,367.6
L800139,Grocery,Monthly,Tier3,0,1,48163.9,12.17,20,30286.05,674.0,26656.18,5.0,45.3,588.7
L800629,Tailoring,Monthly,Tier1,0,0,90518.03,18.33,10,59384.48,627.0,27211.36,2.5,67.4,275.0
L808241,Farming,Monthly,Rural,0,1,49177.43,9.05,18,89782.19,580.0,21333.53,3.1,49.7,496.7
L806848,Farming,Biweekly,Tier3,0,1,62069.91,13.93,17,66518.13,503.0,13929.36,7.2,68.1,466.1
L801906,Farming,Biweekly,Tier3,0,1,84208.15,16.94,18,55958.23,678.0,4767.75,5.7,65.7,520.0
L803371,Tailoring,Biweekly,Tier2,1,0,93807.9,20.74,10,40761.63,684.0,161.89,0.0,54.6,274.9
L806958,Grocery,Weekly,Tier1,1,0,48644.34,11.57,7,7248.91,625.0,12299.01,6.0,69.2,202.3
L800469,Services,Weekly,Rural,1,1,38632.71,17.96,3,35367.41,716.0,,3.3,75.1,31.3
L809083,Handicraft,Monthly,Tier3,1,1,37285.14,8.28,10,36984.2,,12853.68,9.9,72.0,286.6
L809826,Grocery,Weekly,Tier3,0,1,78886.47,17.13,12,50859.81,581.0,78863.71,5.9,64.6,324.3
L807450,Handicraft,Biweekly,Tier3,1,1,135881.21,10.12,9,88349.64,679.0,58838.6,3.2,86.8,205.0
L800652,Handicraft,Weekly,Tier1,1,0,73010.05,19.63,6,22233.08,632.0,3153.43,7.5,67.6,177.9
L801202,Tailoring,Biweekly,Tier3,1,1,156728.74,18.11,19,58631.08,756.0,20727.6,3.7,81.0,498.1
L809453,Handicraft,Monthly,Tier3,0,1,51733.45,17.39,8,20816.23,598.0,21475.92,3.1,43.3,220.1
L807347,Food Stall,Monthly,Tier3,1,0,66718.91,20.58,7,40308.21,707.0,24222.39,6.6,51.2,219.4
L806692,Handicraft,Weekly,Tier2,0,0,154150.41,8.0,16,35782.27,679.0,0.0,3.5,58.2,445.7
L804168,Food Stall,Biweekly,Rural,1,0,30554.35,18.48,11,42438.29,638.0,,7.8,62.5,293.4
L807315,Food Stall,Weekly,Tier2,1,1,59891.03,14.45,10,40562.17,647.0,10740.24,4.6,69.4,257.0
L800187,Tailoring,Weekly,Tier1,1,0,43542.3,15.32,12,21622.72,749.0,22191.65,3.7,78.5,365.8
L808934,Grocery,Monthly,Tier2,0,1,61111.63,20.3,15,29548.01,650.0,8886.05,5.6,54.3,440.7
L801913,Services,Weekly,Rural,0,1,92192.11,8.84,16,29989.06,660.0,43312.54,8.1,72.2,444.8
L803448,Farming,Biweekly,Rural,1,0,34981.7,18.35,12,49183.43,575.0,9552.44,11.9,64.2,376.2
L806150,Food Stall,Weekly,Tier3,1,0,55837.26,23.26,13,25893.58,728.0,8850.77,1.7,78.9,382.8
L800793,Farming,Weekly,Tier1,1,1,88584.79,11.28,14,39914.55,598.0,0.0,5.5,96.2,372.0
L809126,Farming,Weekly,Tier2,0,1,31077.34,17.75,14,61405.17,582.0,17013.26,0.0,47.7,675.7602138167364
L800910,Tailoring,Biweekly,Tier2,0,1,47049.04,17.05,12,45057.26,567.0,19383.42,3.5,74.0,336.9
L800054,Grocery,Monthly,Tier2,0,1,37676.72,13.88,19,43906.9,682.0,1929.07,3.8,87.6,559.4
L808945,Services,Weekly,Tier2,0,0,67534.34,19.3,27,36527.57,600.0,56529.84,3.2,64.4,776.1
L802782,Farming,Weekly,Tier3,0,1,49542.33,17.33,8,32194.58,676.0,17126.44,4.9,79.5,210.1
L809381,Services,Weekly,Tier2,1,0,51813.16,15.71,3,15966.52,626.0,22079.15,4.2,76.9,36.0
L807051,Food Stall,Monthly,Tier1,0,1,54635.47,12.39,9,57655.47,691.0,19465.61,3.5,53.2,210.4
L801299,Tailoring,Weekly,Tier3,1,1,81650.57,15.72,11,42365.36,637.0,,0.7,58.5,300.5
L803882,Farming,Biweekly,Tier2,1,0,175056.81,18.44,14,62569.79,683.0,19534.54,5.3,67.4,411.5
L808957,Tailoring,Monthly,Tier3,0,1,165317.65,19.75,23,42568.96,671.0,37095.25,0.0,53.7,658.6
L800040,Tailoring,Monthly,tier3,0,1,66776.38,19.98,13,52268.02,635.0,13040.57,5.0,72.2,375.9
L804087,Grocery,Weekly,Rural,0,0,55334.95,20.75,10,61591.43,566.0,0.0,1.4,59.0,263.6
L805155,Grocery,Monthly,Tier1,1,1,53901.09,14.4,6,13278.39,639.0,12091.96,3.7,94.5,139.5
L806977,Grocery,Biweekly,Tier3,0,1,146657.68,19.39,21,43536.14,685.0,46281.64,7.1,68.6,645.2
L804698,Grocery,Weekly,Tier1,0,1,27891.54,14.2,10,17456.82,655.0,11844.69,1.6,70.6,273.9
L804885,Food Stall,Biweekly,Rural,1,1,54710.47,13.54,23,46333.8,707.0,41053.82,3.2,51.3,671.1
L804575,Farming,Weekly,Tier3,0,0,51885.12,23.4,14,61889.77,710.0,25175.73,5.9,57.3,401.7
L807082,Grocery,Monthly,Tier1,0,1,100953.41,17.65,10,50856.27,598.0,,4.4,57.8,296.6
L800328,Food Stall,Monthly,Tier2,1,0,49673.57,26.55,8,23634.97,659.0,24367.68,2.7,66.5,251.4
L807618,Grocery,Weekly,Tier1,1,0,114099.54,10.98,10,46007.5,591.0,0.0,4.1,70.9,265.4
L808679,services,Monthly,Tier2,0,1,29635.4,8.0,25,42945.63,619.0,17156.06,5.3,58.3,707.9
L804996,Grocery,Biweekly,Tier2,0,0,38532.23,22.88,17,71763.46,780.0,2770.26,2.9,52.4,496.6
L804197,Tailoring,Biweekly,Tier2,0,1,44571.6,18.06,20,47710.77,687.0,6543.19,2.4,53.9,605.3
L806124,Food Stall,Monthly,Tier1,1,0,177589.99,13.77,9,40719.28,709.0,45086.78,3.8,61.3,277.1
L807090,Farming,Weekly,Rural,1,1,34113.98,20.86,3,51997.86,629.0,0.0,7.3,80.5,68.4
L803512,Farming,Weekly,Tier3,0,0,46763.17,17.37,4,34322.08,639.0,10281.69,1.4,73.5,93.2
L803042,Grocery,Weekly,Rural,1,1,27041.98,12.85,8,40218.44,651.0,8454.71,5.4,90.4,185.4
L809249,Farming,Biweekly,Tier2,1,1,43778.69,11.77,12,21749.88,645.0,17043.06,5.2,60.6,313.9
L809582,Services,Weekly,Tier2,1,1,25763.38,18.22,18,29373.48,693.0,7171.86,6.8,68.4,478.9
L802728,Food Stall,Monthly,Tier2,0,0,72088.81,21.53,13,14942.09,490.0,25925.76,1.3,78.1,408.4
L807660,Grocery,Biweekly,Tier3,0,1,61953.05,15.34,14,11449.98,642.0,22915.39,2.5,68.2,383.8
L809605,Tailoring,Weekly,Tier2,0,1,184740.51,21.1,16,16282.66,638.0,62560.52,2.5,64.2,447.3
L804814,Farming,Weekly,Tier2,0,1,33835.57,13.01,20,37216.17,571.0,5605.32,3.4,60.7,542.8
L806667,Handicraft,Monthly,Tier2,0,1,62364.11,18.21,13,,762.0,0.0,3.1,74.0,345.2
L804099,Services,Weekly,Tier2,1,0,62027.74,18.77,7,57753.5,643.0,21512.79,3.4,86.1,158.2
L805499,Services,Weekly,Tier2,1,0,72992.36,17.19,20,24092.19,761.0,28588.73,2.2,64.5,579.3
L801682,Farming,Weekly,Tier2,1,1,48095.46,26.89,4,45568.84,,26310.07,3.1,59.9,104.9
L807375,Services,Biweekly,Rural,1,1,86662.15,8.0,9,34226.71,616.0,43136.09,4.1,74.8,215.2
L805239,Handicraft,Monthly,Tier1,1,0,49930.43,10.67,8,25357.94,629.0,0.0,2.0,87.7,208.2
L807053,Farming,Weekly,Tier2,0,0,132054.68,19.74,18,61156.51,692.0,0.0,3.6,71.5,511.4
L806906,Grocery,Weekly,Tier3,0,1,44079.69,19.15,22,52608.67,675.0,28822.66,3.7,62.4,605.1
L804414,Grocery,Weekly,Tier1,1,1,149348.09,8.57,9,54688.92,635.0,85089.23,7.3,78.9,209.1
L800302,Farming,Weekly,Tier3,0,1,32381.87,11.31,20,45777.82,719.0,15366.39,5.7,67.4,550.8
L802000,Tailoring,Weekly,Tier2,0,0,96613.66,16.18,17,45505.62,626.0,30350.78,6.0,43.2,539.0
L802103,Services,Weekly,Tier2,1,0,37603.59,17.68,14,24830.63,629.0,18355.03,5.5,50.5,411.5
L809160,Tailoring,Weekly,Tier3,0,1,32387.18,12.86,7,30586.49,778.0,4260.61,4.8,54.9,166.0
L808628,Tailoring,Monthly,Tier1,0,1,67563.19,16.65,7,26159.56,649.0,11021.17,3.1,71.6,230.6
L807543,Grocery,Monthly,Tier1,1,1,80639.61,16.11,13,4000.0,703.0,,4.1,74.7,403.3
L800875,Grocery,Biweekly,Tier3,0,1,38899.51,8.0,14,4000.0,615.0,14720.86,2.3,80.1,381.6
L809546,Tailoring,Monthly,Tier2,0,1,52877.34,16.1,18,47880.89,643.0,34150.09,3.9,76.6,509.3
L802311,Services,Biweekly,Tier1,1,1,45305.18,20.42,7,50597.69,676.0,18288.91,0.0,98.6,180.9
L800824,Tailoring,Weekly,Tier2,0,1,77726.61,15.35,17,78977.56,576.0,31022.88,5.7,73.8,458.1
L807480,Tailoring,Biweekly,Tier2,1,1,174365.24353838197,15.43,5,53464.1,589.0,20594.63,1.3,72.9,106.5
L809943,Food Stall,Monthly,Tier2,0,1,54771.32,8.02,23,9456.14,,18555.41,3.5,85.1,681.9
L809707,Food Stall,Biweekly,Tier3,0,1,44038.31,9.97,18,30516.0,681.0,38172.71,4.1,53.9,515.9
L802847,Services,Monthly,Tier3,1,1,54657.76,12.74,18,16139.26,612.0,6197.0,7.6,70.8,542.2
L808215,Farming,Weekly,Tier3,1,1,26730.65,9.22,8,68773.22,533.0,3084.93,0.0,75.1,170.6
L806771,Tailoring,Weekly,Tier2,1,0,50788.92,19.3,7,49474.68,675.0,7717.27,3.6,71.3,193.1
L807391,Food Stall,Weekly,Rural,0,1,25462.06,26.35,16,65563.8,626.0,17273.2,5.9,76.4,424.5
L809494,Grocery,Monthly,Rural,1,0,271362.52,23.29,10,45709.53,698.0,164069.66,7.1,88.2,299.8
L803757,Grocery,Monthly,Tier1,0,1,74372.05,10.82,19,36879.95,651.0,60160.19,4.3,64.7,547.5
L809583,Handicraft,Weekly,Tier3,1,1,34460.29,8.0,15,36583.72,557.0,19945.47,2.3,71.3,400.8
L809560,Farming,Weekly,Rural,0,0,39365.73,22.71,13,67176.98,643.0,4773.71,8.9,53.8,357.2
L804954,Services,Monthly,Tier2,1,1,129402.46,19.57,11,49831.04,742.0,22452.4,0.9,60.5,324.3
L805207,Farming,Biweekly,Tier2,0,1,106314.69,19.04,12,83548.77,651.0,10147.26,8.3,71.3,321.2
L801445,farming,Monthly,Rural,0,1,82608.27,8.49,19,77773.93,495.0,38201.72,5.6,63.8,525.3
L802354,Grocery,Weekly,Tier3,1,0,29161.94,19.5,4,41641.6,580.0,14463.16,2.4,61.3,94.8
L806843,Grocery,Monthly,Tier2,0,0,88293.41,12.39,17,33402.4,583.0,27229.79,0.0,45.7,478.3
L803871,Food Stall,Biweekly,Tier3,0,0,62600.32,17.2,13,50735.77,700.0,26393.15,2.8,31.3,377.3
L804655,Grocery,Monthly,Tier3,0,0,57861.42,26.44,18,50287.36,,3775.06,5.4,54.3,518.4
L806382,Farming,Weekly,Tier3,0,0,34436.03,15.61,19,71844.79,586.0,9880.01,5.6,58.1,526.4
L803291,Farming,Biweekly,Tier2,0,1,83811.44,22.74,24,57036.67,514.0,30814.69,4.1,59.9,687.8
L801073,Grocery,Biweekly,Tier3,0,1,44770.86,14.13,12,31038.18,607.0,13769.79,2.4,43.1,342.1
L801061,Tailoring,Biweekly,Rural,0,0,98520.02,12.48,16,74339.11,624.0,8244.05,7.8,72.2,435.3
L801783,Farming,Biweekly,Tier3,1,0,18433.0,26.25,20,41600.26,726.0,1487.86,2.4,66.8,581.8
L809906,Farming,Monthly,Tier2,0,1,91116.71,19.21,20,66042.13,777.0,86179.51,1.9,80.3,567.5
L806852,Tailoring,weekly,Tier1,0,1,83081.47,22.55,7,31790.95,688.0,0.0,3.5,70.3,200.4
L808878,Farming,Weekly,Rural,0,0,50418.24,16.4,18,29572.47,651.0,8662.89,9.6,56.0,535.3
L802857,Farming,Weekly,Tier1,0,1,18048.75,24.26,19,48471.2,626.0,7377.56,6.8,53.8,545.9
L802693,Grocery,Biweekly,Tier2,1,0,136948.61,10.07,10,55006.08,715.0,98573.46,0.0,71.1,263.9
L801191,Services,Monthly,Tier1,0,0,54885.69,12.3,15,68520.65,613.0,14235.06,5.3,66.2,408.0
L809329,Farming,Weekly,Tier2,0,1,40070.73,15.65,16,12603.51,624.0,0.0,5.8,80.6,450.9
L806689,Handicraft,Biweekly,Tier3,0,0,72619.95,22.88,8,39208.93,717.0,,2.2,70.0,238.9
L805720,Handicraft,Weekly,Tier2,1,0,145921.55,11.47,19,77226.45,674.0,70084.13,4.9,87.0,510.3
L804433,Handicraft,Weekly,Tier2,1,1,81861.81,15.13,8,42343.5,577.0,50014.67,3.4,91.9,179.5
L805511,Farming,Weekly,Tier2,1,1,44605.98,24.3,7,17374.17,654.0,13867.42,4.5,65.8,190.9
L807098,Farming,Weekly,Rural,1,1,34560.03,12.58,11,50605.47,625.0,16779.56,2.9,80.6,272.1
L803231,Farming,Weekly,Tier1,1,1,63977.97,21.09,15,63134.39,642.0,7398.98,5.2,81.1,405.1
L801432,Food Stall,Monthly,Tier2,0,0,83801.71,24.85,14,,619.0,30524.58,2.9,58.3,399.8
L808026,Handicraft,Monthly,tier1,0,0,53639.51,17.04,25,73305.25,608.0,588.29,3.7,56.8,734.4
L805461,Farming,Weekly,Tier1,0,1,81784.7,25.16,14,36482.64,552.0,40673.46,3.2,73.5,389.8
L804227,Grocery,Biweekly,Tier3,0,0,81187.82,16.6,13,17565.95,692.0,20424.7,1.7,50.4,365.5
L801792,Handicraft,Weekly,Tier3,0,1,50173.4,11.07,11,,564.0,1766.63,2.3,58.2,293.5
L801873,Handicraft,Weekly,Rural,1,0,66568.01,24.63,15,70649.3,611.0,11271.62,3.7,69.8,437.6
L802142,Handicraft,Weekly,Tier3,0,0,54668.32,20.49,12,19806.51,616.0,3169.21,4.9,82.7,323.4
L802389,Services,weekly,Tier2,0,1,13265.42,17.92,18,33664.22,625.0,4556.07,1.4,52.9,511.7
L807032,Food Stall,Biweekly,Tier2,0,1,67534.51,25.37,17,22521.77,718.0,29883.86,1.2,71.7,519.2
L809206,Grocery,Monthly,Tier2,0,1,49513.13,27.64,18,62713.96,527.0,0.0,1.9,61.0,565.6
L802987,Grocery,Monthly,Tier2,1,1,52510.52,8.0,14,25072.74,679.0,6036.12,3.3,62.5,377.3
L800816,Farming,Weekly,Tier2,0,0,149207.02,18.53,19,26834.24,675.0,79158.61,6.0,65.9,563.3
L801983,Grocery,Monthly,Tier3,1,1,73612.0,11.9,6,24722.7,694.0,33871.81,2.8,72.2,152.4
L802977,Farming,Biweekly,Tier1,0,0,63656.94,14.08,20,16427.76,585.0,32820.28,4.2,53.9,613.4
L806024,Food Stall,weekly,Tier1,1,0,45955.56,14.02,17,43847.75,684.0,9272.84,1.3,58.2,467.6
L809984,Tailoring,Monthly,Tier3,0,0,129946.25,13.02,20,4000.0,714.0,13100.25,3.0,51.4,581.2
L805534,Handicraft,Biweekly,tier2,0,1,46734.64,16.83,16,31232.88,688.0,13260.06,3.1,68.5,459.4
L808678,Grocery,Weekly,Tier3,1,1,55602.64,13.62,5,53699.29,531.0,17028.04,5.2,74.3,111.5
L806222,Farming,Monthly,Rural,0,0,53417.2,20.27,17,28696.79,572.0,0.0,2.8,83.2,507.0
L802045,Tailoring,Monthly,Tier1,0,1,41057.95,17.69,14,30243.21,651.0,,1.4,71.6,407.8
L800004,Farming,Weekly,Tier3,1,1,97966.12,8.41,9,61826.7,750.0,32297.56,2.6,74.4,194.4
L808254,Grocery,Monthly,Tier2,0,0,49987.24,22.74,23,46118.7,744.0,7287.12,3.3,65.4,678.7
L804683,Grocery,Monthly,Tier1,0,0,34874.23,22.77,24,36286.52,620.0,13283.43,4.2,71.0,680.8
L804909,Handicraft,Weekly,Tier2,0,0,72641.39,18.11,15,36596.98,605.0,32825.01,8.3,64.4,436.1
L808035,Services,Weekly,Tier2,1,1,29195.53,15.12,12,44345.87,685.0,4137.58,5.8,75.8,318.5
L809501,Farming,Biweekly,Tier2,0,1,149875.28,22.45,16,19304.28,680.0,111844.28,3.3,76.8,450.4
L804245,Farming,Biweekly,Rural,0,1,56204.71,9.11,18,29152.84,572.0,23017.61,4.3,71.5,504.5
L800837,Services,Weekly,Tier1,0,0,32341.49,13.02,13,24586.0,608.0,16664.36,7.1,69.0,367.7
L802355,Grocery,Biweekly,Tier3,1,1,31313.58,8.36,20,31909.95,626.0,10377.77,2.5,52.2,591.1
L804214,Food Stall,Biweekly,Rural,1,1,187051.22,19.51,19,67270.4,616.0,42486.92,2.3,58.2,549.8
L805433,Tailoring,Weekly,Tier2,0,1,64466.6,22.2,20,61338.84,623.0,0.0,1.7,75.9,509.4
L803605,Handicraft,Weekly,Tier2,0,1,33519.94,16.36,17,48605.45,550.0,8619.62,2.5,76.8,485.6
L808493,Handicraft,Monthly,Tier2,0,1,86001.2,19.31,6,21098.15,613.0,26518.33,0.8,51.6,174.2
L807463,Grocery,Biweekly,Tier2,0,1,137956.25,21.3,14,61511.94,687.0,59157.46,5.2,48.3,423.8
L802555,Services,Monthly,Tier3,0,0,1206335.3623220348,17.6,21,65218.37,606.0,80505.35,1.7,41.8,625.5
L805249,Grocery,Biweekly,Tier2,1,1,39047.57,15.68,12,27682.17,627.0,24542.48,0.1,100.0,309.3
L806619,Handicraft,Weekly,Tier3,0,0,106140.62,18.26,13,42007.6,616.0,0.0,2.6,63.3,346.8
L809983,Farming,Weekly,Tier2,0,1,46457.23,13.94,15,20899.6,703.0,22533.26,2.1,69.8,425.9
L808515,Services,Weekly,Tier1,0,1,40504.61,15.19,11,34599.68,595.0,0.0,5.9,65.7,305.5
L804086,Farming,Biweekly,Tier1,0,1,52777.18,18.88,6,65244.71,616.0,25070.78,4.9,80.7,151.2
L801453,Grocery,Weekly,Rural,0,0,80767.38,18.1,22,21985.75,569.0,36574.1,9.1,71.6,653.5
L807325,services,Weekly,Tier3,0,1,50192.36,20.53,18,21271.0,718.0,7413.72,0.7,76.1,506.4
L800931,Tailoring,Monthly,Tier1,1,1,27324.3,21.86,10,44552.4,688.0,18525.08,2.7,95.3,273.2
L801095,Grocery,Weekly,Tier2,0,1,61463.05,19.8,22,55440.33,661.0,27157.12,3.2,93.1,603.2
L801424,Services,Weekly,Tier3,1,0,64019.23,8.51,20,13795.38,718.0,13291.91,6.8,81.4,594.5
L803768,Handicraft,Monthly,Rural,1,1,46048.92,20.95,16,51702.64,695.0,126.61,4.8,63.3,474.2
L802049,Grocery,Weekly,Tier1,1,1,66431.14,12.07,7,35115.65,603.0,28465.58,4.9,68.5,175.8
L803333,Farming,Monthly,Tier2,0,0,82689.37,16.24,17,33578.49,639.0,22957.91,6.8,56.6,508.9
L805933,Food Stall,Biweekly,Rural,0,1,33621.98,15.19,21,44657.25,663.0,14940.66,1.7,52.2,591.0
L801189,Farming,Weekly,Tier3,0,1,64394.78,8.0,19,63789.41,624.0,44956.51,3.8,91.5,511.2
L803040,Food Stall,Monthly,Tier1,0,0,28628.77,15.46,22,31793.27,646.0,17667.65,2.6,77.6,619.3
L808495,Grocery,Biweekly,Tier3,0,0,140697.18,16.63,12,30031.46,718.0,22384.26,1.2,59.8,349.3
L800582,Farming,Biweekly,Tier3,0,0,96756.7,13.6,4,26733.88,627.0,44756.99,3.4,78.0,115.0
L805721,Food Stall,Weekly,Tier3,1,1,47724.54,11.45,9,18081.47,698.0,17437.23,4.3,76.6,206.8
L808326,Farming,Weekly,Tier3,1,1,47335.9,14.7,3,77183.85,682.0,12546.1,0.1,77.3,21.4
L805288,Grocery,Biweekly,Tier3,1,1,9370.83,15.89,14,26392.03,597.0,0.0,6.2,86.9,391.1
L809473,Food Stall,Monthly,Rural,0,1,59213.89,20.05,9,31488.58,703.0,0.0,6.2,46.2,248.5
L806877,Farming,Monthly,Tier3,0,1,83951.8,14.78,3,36305.08,617.0,37840.21,4.9,72.6,69.8
L800951,Grocery,Weekly,Tier1,0,1,93789.03,20.2,5,27016.2,731.0,51934.37,3.4,65.0,115.4
L809954,Grocery,Biweekly,Tier2,0,0,50519.99,21.68,13,64469.13,660.0,43166.36,3.3,45.0,347.6
L805012,Services,Weekly,Tier2,0,0,133542.94,18.01,9,70079.28,,14667.01,6.5,33.5,254.3
L807223,Grocery,Monthly,Tier3,1,1,160245.37,19.21,13,39178.49,684.0,72528.87,1.5,81.7,360.7
L808085,Tailoring,Biweekly,Tier3,1,0,68893.76,14.46,11,59233.53,762.0,39372.01,5.9,50.7,502.73504271872275
L807048,Tailoring,Monthly,Rural,1,1,42662.11,13.04,16,32146.6,561.0,0.0,11.8,69.5,456.1
L801140,Food Stall,Monthly,Tier2,1,0,48951.29,8.74,15,58861.92,699.0,11715.72,7.0,75.5,379.9
L803233,Tailoring,Biweekly,Tier3,0,1,38205.65,11.96,24,48762.13,593.0,8985.5,3.3,81.2,660.8
L802034,Handicraft,Monthly,Tier3,1,0,56661.63,19.16,3,42992.07,728.0,12982.36,3.9,69.8,71.6
L800387,Grocery,Weekly,Tier2,1,1,88749.38,17.23,19,43899.62,659.0,41588.77,3.1,91.3,507.2
L801186,Farming,Weekly,Tier2,1,0,28034.88,14.31,14,33843.82,728.0,15326.4,3.2,63.2,393.1
L805914,Services,Weekly,Tier1,0,1,43254.97,18.81,14,58151.24,586.0,5046.15,5.0,70.8,416.5
L808613,Farming,Weekly,Tier3,1,0,158813.24,22.15,9,4276.23,680.0,54440.49,1.6,95.4,248.7
L803301,Farming,Biweekly,Tier2,0,1,95154.88,8.0,14,33405.22,583.0,40106.62,4.9,56.6,395.3
L807507,Grocery,Biweekly,Tier2,0,1,43345.09,18.17,18,57465.77,561.0,18769.05,6.8,56.7,523.0
L809111,Services,Monthly,Tier2,0,0,52733.12,22.0,11,33108.45,630.0,1901.26,5.0,53.7,341.4
L805154,Farming,Monthly,Tier3,0,1,51106.79,13.69,17,19692.32,694.0,7716.43,5.2,66.0,509.0
L801741,Handicraft,Weekly,Tier2,0,1,60253.79,13.03,20,39998.48,602.0,26644.95,5.8,69.0,541.2
L803084,Farming,Biweekly,Tier3,1,0,196221.65,17.96,16,22490.66,608.0,81051.49,2.5,84.2,452.8
L806730,Farming,Weekly,Rural,0,0,48584.03,19.4,8,72830.4,708.0,7369.65,6.0,80.6,185.4
L805885,Grocery,Weekly,Tier2,0,1,69210.65,20.93,4,48940.32,731.0,0.0,3.4,74.5,74.1
L806359,Handicraft,Monthly,Tier3,0,1,41075.79,14.79,13,34877.23,703.0,8691.08,5.7,77.5,376.4
L803680,Grocery,Weekly,Tier2,0,1,37876.38,9.39,20,28813.45,636.0,23458.25,10.1,76.7,584.8
L805910,Tailoring,Weekly,Tier2,0,0,61898.18,20.95,14,4000.0,709.0,24831.35,2.6,41.7,427.7
L804075,Food Stall,Biweekly,Tier3,0,0,52828.33,11.9,14,52223.08,543.0,17603.25,2.2,77.9,365.9
L805756,Food Stall,Biweekly,Tier2,1,1,149799.83,17.35,8,30457.12,607.0,88642.42,2.3,87.7,219.4
L802085,Grocery,Weekly,Tier1,0,0,60735.41,8.57,3,66530.12,691.0,20010.91,5.3,60.3,139.41911437191638
L807226,Grocery,Weekly,Tier1,1,0,50987.03,21.09,12,38800.45,751.0,8089.48,4.8,73.5,344.7
L801122,Farming,Weekly,Tier2,1,0,36009.35,8.0,15,50560.06,683.0,19592.64,5.4,73.7,414.6
L802027,Farming,Weekly,Tier3,1,1,44738.01,8.0,8,43342.37,639.0,11605.0,1.8,71.3,208.3
L801181,Farming,Biweekly,tier2,1,1,38299.55,23.9,10,22853.67,625.0,21285.71,2.0,70.4,262.2
L809290,Grocery,Biweekly,Tier2,1,1,57993.79,13.92,3,22060.58,612.0,16254.61,3.6,59.8,47.1
L800878,Farming,Biweekly,Tier1,0,0,73440.26,17.73,11,4000.0,638.0,0.0,5.2,46.2,319.8
L806719,Farming,biweekly,Tier1,1,1,22669.89,14.28,8,50129.29,,0.0,3.7,79.4,185.9
L804093,Grocery,Weekly,Tier1,1,1,23517.74,13.9,11,64364.68,633.0,0.0,4.0,70.9,276.9
L806155,Farming,Monthly,Tier3,1,0,68328.23,18.86,17,48425.2,675.0,12003.17,3.4,65.1,500.7
L803733,Farming,Biweekly,Tier3,0,1,77259.19,23.18,21,39224.03,744.0,27654.21,5.5,59.9,628.2
L803741,Grocery,Biweekly,Rural,0,1,40946.85,18.16,18,28395.88,647.0,0.0,8.4,59.8,517.4
L807192,Grocery,Monthly,Rural,1,0,65870.05,12.61,11,38064.2,717.0,30379.08,4.9,67.2,304.6
L803636,Food Stall,Weekly,Tier1,1,1,42729.3,13.3,18,60650.87,742.0,6835.59,1.4,78.4,460.9
L800935,Handicraft,Weekly,Tier2,1,0,16253.82,19.95,6,42072.24,702.0,3970.74,4.8,56.9,178.7
L808895,Grocery,Weekly,Rural,1,1,43702.33,9.73,14,28522.45,713.0,18380.08,5.5,94.8,369.4
L808497,Tailoring,Weekly,Tier3,1,1,87010.85,9.58,14,48933.63,645.0,48111.31,3.3,97.3,364.6
L802093,Grocery,Weekly,Tier2,0,1,20768.76,20.31,11,16811.59,,2792.59,2.8,55.6,343.3
L805760,Tailoring,Biweekly,Tier2,1,1,64687.07,19.97,18,42707.32,669.0,20259.35,3.2,88.6,507.4
L806648,Farming,Weekly,Tier2,1,1,451405.9038937493,8.0,3,61994.84,655.0,66822.22,1.3,73.9,15.0
L800380,Farming,Weekly,Tier1,0,0,74073.29,14.87,14,31588.36,625.0,3266.88,5.3,71.9,392.7
L801192,Farming,Biweekly,Tier3,1,0,67143.12,21.08,12,56284.64,703.0,15026.06,5.4,64.5,299.5
L807611,Tailoring,Biweekly,Tier2,1,0,68230.17,12.41,9,33330.81,758.0,14019.08,5.4,41.6,249.7
L800638,Farming,Monthly,Tier3,0,1,75153.18,19.34,10,,655.0,19346.82,7.2,76.0,323.0
L809001,Farming,Weekly,Tier3,1,1,48868.43,13.46,9,44315.45,585.0,10824.92,4.7,78.0,224.1
L804532,Food Stall,Monthly,Tier2,1,0,217537.2,22.65,11,49766.54,633.0,133350.61,6.0,71.3,322.5
L808425,Farming,Weekly,Tier3,0,1,49750.4,19.91,15,44590.33,721.0,31424.67,5.5,68.9,438.5
L800052,Grocery,Biweekly,Rural,1,0,86748.37,11.28,9,25502.75,646.0,7984.85,8.7,62.1,250.9
L809076,Handicraft,Weekly,Tier2,1,0,75638.77,15.7,15,29221.42,683.0,30924.64,3.7,73.0,432.3
L804942,Farming,Weekly,Tier2,0,0,41947.16,12.53,11,69255.73,619.0,10483.95,4.3,54.6,285.4
L803778,Grocery,Monthly,Rural,0,1,32888.92,14.8,13,50652.85,766.0,24688.07,3.6,75.5,349.2
L806793,Services,Monthly,Tier2,0,0,39980.08,16.57,14,57776.08,576.0,3133.18,3.8,62.7,395.3
L807564,Food Stall,Weekly,Tier2,0,1,79366.83,11.72,12,35965.98,558.0,41875.55,3.6,43.8,327.1
L803436,Food Stall,Weekly,Tier2,1,0,25126.85,23.77,12,25639.76,725.0,11528.37,6.8,78.5,358.4
